NAME,TITLE,RATING,REVIEW
ravi,"
Worst phone..worst Amazon services
",3,"

  Third class phone..camera taking black pictures from first day itself..no contact from Amazon ..in first 10 days..after that they refused to replace the phone.. Samsung customer carealso not resolving the issue..17.5 k wasted..please don't buy Samsung phones.. totally disappointed from Amazons customer service also..first 10 days of replacement they will not receive your call..

"
Onkar ,"
Disappointed with this product
",1,"

  Product is not good all apps and working but the product is not in shape also i request to return it and check it nobody was responding on my request and nobody contacted meI was not received any resolution about my problemVery disappointed with this product it is defect then the team was not respondingVery bad experience ever my money was wested

"
shailesh,"
All ok except charging time.
",4,"

  I bought the 8/128 version. Overall phone is ok..the only thing I didn't like is its charging time, the phone almost takes 2hours 30 minutes sometimes little more than that to charge..which is very long.So guys if you can spend such a long time to charge your phone then go for it because every other features are good.

"
surojit das,"
Worst M31 worst amazon
",5,"

  Please don't buy Samsung m31. Camera quality very worst. Mobile getting more heat. Amazon service is very worst they are not taking return back the complaint phone during in returnable policy dates. While using internet mobile getting more heat. Amazon avoided my complaints don't buy phones from Amazon. 64mp camera photos not like 64mp. Don't buy samsung phones .

"
Jeet balraj,"
Waste product ,
",1,"

  In 20 days phone was stop working, after I contact to Samsung customer care, they take one month and after they not return phone ... They given one coupon same amount of phone, and this coupon only valid on Samsung store, forcefully you again buy useless Samsung products

"
Narasimaraj,"
Handset hetting problems
",3,"

  Cell on time instantly screen and back side temperature 38 to 41 degrees. Not possible hearing and handling. I am getting some mobail with temperature sencer pictures. Other wise mobail all functions and options is good. Battery working only 8 to 9 hours. I am trying 2 handset but same problem than I am returns back mobile.Still I am not receive money. Please send money my account.Thank regard.Sanjay

"
ratan singh,"
it is not worth it under this price point
",2,"

  display of this phone which is very nice. super amoled display its very cool. battery life is also nice but due to this  old processor it will be not beneffiting you  its very lag during multitasking and pro mode in camera which is featureless as compared to the redmi and poco brand design which is very nice but its plasting if you using without case scratches will be appeared

"
Sanjay,"
Poor camera quality
",1,"

  Horrible camera quality, it's not even worth 8mega pixel, very disappointed with the camera quality specially vedio quality is pathetic and now my return/replacement period is also over, but samsung broke my trust, highly not recommended, lots of short comings, battery is not upto the claim of 6000, heating issue also there with the phone, I don't know how to get my refund now.

"
Dhiraj hawaldar,"
Touch is very worst and not at all responding
",3,"

  I ordered this mobile the day samsumg launched, got it on 6th, after using 14days, the performance of screen is verybad and not able to operateProsNo prosConstouch screen is like very worst and its functioning its own.trying to switch off but it is not allowing me to type even numbersoverall its waste of moneytrying to give return and no option to return

"
Neeraj,"
Samsung  M31 mobile feedback worst product
",2,"

  Dear All if you people want buy phone keep in mind never ever go for Samsung  phone it's totally waist of money and they people never gone to change it.I bought samsung M31 128gb and from day one its hanging and not working properly so please  request to all never ever go for samsung phones. I strongly unhappyRegardsVivek Sharma9565105519

"
ramanatha r.,"
Defect mobile
",1,"

   I purchased this mobile a month ago and it is not working properly. Touch has some problem I am not able to lift call and applications, suddendly it gives this problem. Once I do hard restart it is again behaving normal. I guess I got defect peace.

"
md saddam,"
Hanging problems
",1,"

  All  good features except hanging mobile is hanging when type something that's why I don't  like because its 6 GB ram then after hanging not good

"
shailesh,"
Extra hyped phone
",4,"

  Hang issuesBattery not so powerful as it seems from the digitsMic issuesCamera not that adequate as it is meant to be in 64MPBut a good phone for those who don't play games or use too much of it..

"
surojit das,"
Heating issue on normal use
",5,"

  Heating issue on the front screen especially above the first half near to front camera portion.... I haven't installed any apps... Removed unnecessary apps.. Still faced heating issue... Disappointing and returned the product.....

"
Prakhar Katiyar,"
Disappointed, the worst phone I've ever used
",1,"

  Basic function of a phone, to make /receive a call is very poor in this phone. Its very irritating that I'm not able answer a call, it rings and not visible to lift for answeringva call. Very slow charging, and poor touchscreen.

"
Thomas,"
Very very poor quality of slow motion effect
",3,"

  I have been using Oppo F1s from almost last 4 years and this phone from last 6 days but I still think camera quality of Oppo is still better (Shocking). Tried the slow motion effect of the camera, the quality is very very poor, it's dark and also the screen is blinking.

"
LSRK SASTRY,"
I want to return this mobile.
",1,"

  I have made a complaint in march only but Amazon person didn't came because of lockdown. This phone is not working properly. Hang problem persists frequently. The handset got heat up in 15 to 20 minutes of a call. I have purchased 2. I want to return both.

"
